Ensino Fundamental Regular - Anos Finais;;;;;;;;;;;;;;;;;;;;;;;
Indicadores educacionais compostos por: Taxa de Aprovação, SAEB e IDEB nos anos de 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 20211 e 2023 e Metas do 1º ciclo do Ideb2,3 (2007-2021). Os dados estão dimensionados por escola e organizados por rede de ensino.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;"IDEB
2005
(N x P)";"IDEB
2007
(N x P)";"IDEB
2009
(N x P)";"IDEB
2011
(N x P)";"IDEB
2013
(N x P)";"IDEB
2015
(N x P)";"IDEB
2017
(N x P)";"IDEB
2019
(N x P)";"IDEB
20211
(N x P)";"IDEB
2023
(N x P)";Metas do 1º ciclo do Ideb2,3 (2007-2021);;;;;;;
GO;5217104;Piracanjuba;52061167;ESCOLA MUNICIPAL DE EDUCACAO BASICA URBANO PEDRO GUIMARAES;Municipal;-;-;4;4,9;5,2;-;-;3,8;-;4,9;-;-;4,1;4,4;4,7;5;5,3;5,5
GO;5217203;Piranhas;52005720;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA EULALIA DE JESUS PORTILHO;Estadual;4,2;3,8;-;-;-;-;-;-;-;-;4,2;4,3;4,6;5;5,4;5,6;5,8;6,1
GO;5217203;Piranhas;52005739;CENTRO DE ENSINO EM PERIODO INTEGRAL COSTA E SILVA;Estadual;3,8;4;4,7;5,6;5;-;5,5;5,4;5,5;-;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5217203;Piranhas;52005747;COLEGIO ESTADUAL FRANCISCO MAGALHAES SEIXAS;Estadual;-;-;4;4,8;4,6;5;4,7;4,7;5,2;5,6;-;-;4,2;4,5;4,8;5;5,3;5,6
GO;5217203;Piranhas;52005763;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAQUIM FRANCISCO DE SOUZA;Estadual;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-
GO;5217203;Piranhas;52005852;ESCOLA MUNICIPAL MILITARIZADA GERCINA TEIXEIRA;Municipal;3,6;3,9;3,3;4;4,5;5;4,8;5,3;5,1;-;3,6;3,7;4;4,4;4,8;5,1;5,3;5,6
GO;5217203;Piranhas;52005933;ESCOLA MUNICIPAL SEBASTIAO JOSE DE FARIA;Municipal;3,3;3,5;3,9;4,3;4,6;4;-;-;-;-;3,4;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5217302;Pirenópolis;52049779;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS COMENDADOR CHRISTOVAM DE OLIVEIRA;Estadual;-;4,9;4,6;4,2;4,7;5,2;5;5,5;6;5,8;-;4,9;5,1;5,5;5,8;6;6,2;6,4
GO;5217302;Pirenópolis;52049809;ESCOLA ESTADUAL COMENDADOR JOAQUIM ALVES;Estadual;3,5;3,2;4;4,2;4,3;4,1;4,8;4,8;-;4,9;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5217302;Pirenópolis;52049841;COLEGIO ESTADUAL JARBAS JAYME;Estadual;-;-;3,2;-;5,2;5,3;6,3;6,2;5,5;6;-;-;3,3;3,6;3,9;4,2;4,5;4,7
GO;5217302;Pirenópolis;52049868;ESCOLA ESTADUAL JOSE GALDINO;Estadual;-;-;-;-;-;-;4,8;-;-;-;-;-;-;-;-;-;5,1;5,3
GO;5217302;Pirenópolis;52049876;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ERMANO DA CONCEICAO;Estadual;-;-;-;-;-;4,4;-;5,1;4,7;6,9;-;-;-;-;-;4,6;4,9;5,1
GO;5217302;Pirenópolis;52049884;COLEGIO ESTADUAL SENHOR DO BONFIM;Estadual;3,4;3,6;3,5;3,4;3,9;5,2;4,7;4,9;5,1;5,7;3,4;3,6;3,8;4,3;4,6;4,9;5,1;5,4
GO;5217302;Pirenópolis;52049892;ESCOLA ESTADUAL SANTO AGOSTINHO;Estadual;4,2;4;4,2;4,5;4,7;5,4;5;5,6;4,8;5,4;4,3;4,4;4,7;5,1;5,4;5,7;5,9;6,1
GO;5217401;Pires do Rio;52062538;CENTRO DE ENSINO EM PERIODO INTEGRAL AUGUSTO MONTEIRO DE GODOY;Estadual;-;-;-;-;-;-;-;-;6;5,8;-;-;-;-;-;-;-;-
GO;5217401;Pires do Rio;52062546;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS PROFESSOR IVAN FERREIRA;Estadual;2,1;3,6;4,4;-;-;-;-;6,5;5,8;6,4;2,2;2,5;2,9;3,5;3,9;4,2;4,4;4,7
GO;5217401;Pires do Rio;52062619;COLEGIO ESTADUAL DR FRANCISCO ACCIOLI;Estadual;2,9;3,2;3,1;3,8;-;3,8;4,7;5,3;4,7;4,8;2,9;3,1;3,3;3,7;4,1;4,4;4,6;4,9
GO;5217401;Pires do Rio;52062627;CENTRO DE ENSINO EM PERIODO INTEGRAL MARTINS BORGES;Estadual;3,7;3,4;3,7;3,9;4,1;4,9;5,6;5,2;5,4;5,4;3,8;3,9;4,2;4,6;5;5,2;5,5;5,7
GO;5217401;Pires do Rio;52062635;COLEGIO ESTADUAL RODRIGO RODRIGUES DA CUNHA;Estadual;3,4;3,6;3,2;4,1;4,6;4,2;4,8;5,2;4,7;4,9;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,4
GO;5217609;Planaltina;52050793;CENTRO INTEGRADO DE EDUCACAO MODELO CIEM;Estadual;3,6;-;3,2;3,8;5,1;5;5,5;6,1;5,9;6;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5217609;Planaltina;52050807;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIO DE ANDRADE;Estadual;-;-;-;2,1;-;-;-;-;-;-;-;-;-;2,6;2,9;3,2;3,4;3,7
GO;5217609;Planaltina;52050840;COLEGIO ESTADUAL ALFA;Estadual;2,5;2,6;-;3,4;4,1;3,8;3,9;4,9;5,1;4,6;2,6;2,7;3;3,4;3,8;4;4,3;4,6
GO;5217609;Planaltina;52050866;COLEGIO ESTADUAL ALBERT EINSTEIN;Estadual;3;3,1;3,3;3,8;3,7;5,3;5,2;5,6;4,1;6,3;3,1;3,2;3,5;3,9;4,3;4,5;4,8;5,1
GO;5217609;Planaltina;52050874;COLEGIO ESTADUAL SETE LESTE;Estadual;3;-;3,8;3,4;4,1;3,9;4,2;4,7;4,8;4,8;3;3,2;3,5;3,9;4,2;4,5;4,8;5
GO;5217609;Planaltina;52050882;COLEGIO ESTADUAL DE PLANALTINA;Estadual;3,4;3,4;3,8;3,5;4,1;4,3;4,1;4,7;5,2;5,6;3,4;3,5;3,8;4,2;4,6;4,9;5,1;5,4
GO;5217609;Planaltina;52050912;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EDILSON TIMOTEO DA SILVA;Municipal;-;2,9;3,9;3,9;3,3;2,6;-;-;-;-;-;3;3,2;3,5;3,9;4,1;4,4;4,7
GO;5217609;Planaltina;52050955;ESCOLA MUNICIPAL MARLENE MARIANO CARDOSO;Municipal;-;-;4,2;3,8;3,6;3,7;-;4,3;-;-;-;-;4,3;4,6;4,9;5,2;5,4;5,7
GO;5217609;Planaltina;52050998;ESCOLA MUNICIPAL VILA MUTIRAO;Municipal;-;3,3;-;4,1;3,2;3,4;-;4,1;-;4,1;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5217609;Planaltina;52051080;ESCOLA MUNICIPAL MARCELO LEMGRUBER;Municipal;-;3,5;3,3;2,9;3;3,7;4;3,9;3,3;4;-;3,6;3,8;4,1;4,5;4,7;5;5,2
GO;5217609;Planaltina;52051099;CENTRO DE ENSINO EM PERIODO INTEGRAL EVOLUCAO;Estadual;3;3,3;3,2;3,8;3,7;3,7;4,8;5,6;5;5,1;3,1;3,2;3,5;3,9;4,3;4,5;4,8;5,1
GO;5217609;Planaltina;52051102;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA ANA MARIA FERREIRA DE PAULA;Estadual;2,8;2,5;2,6;2,8;3,9;3,8;4,2;4,6;-;6,1;2,8;2,9;3,2;3,6;4;4,2;4,5;4,8
GO;5217609;Planaltina;52073262;ESCOLA MUNICIPAL PANORAMA;Municipal;-;-;-;-;-;3,5;-;-;-;-;-;-;-;-;-;3,8;4;4,3
GO;5217609;Planaltina;52073297;ESCOLA MUNICIPAL JARDIM PAQUETA PROFESSORA TEREZINHA BENEVIDES DA SILVA;Municipal;-;3,1;3,8;3,7;-;4;3,3;4,5;4;-;-;3,2;3,4;3,8;4,1;4,4;4,6;4,9
GO;5217609;Planaltina;52073300;ESCOLA MUNICIPAL VO VITORIA GAROFALO;Municipal;-;-;4,6;4,3;4,5;3,9;4;-;-;3,4;-;-;4,7;5;5,3;5,5;5,8;6
GO;5217609;Planaltina;52073335;ESCOLA MUNICIPAL SANTA MARIA;Municipal;-;-;-;-;-;-;3,4;-;-;-;-;-;-;-;-;-;3,6;3,9
GO;5217609;Planaltina;52074072;ESCOLA MUNICIPAL PROFESSOR FRANCISCO ALAN;Municipal;3,2;2,6;2,7;2,5;-;-;-;-;-;-;3,2;3,3;3,6;4;4,4;4,7;4,9;5,2
GO;5217609;Planaltina;52075982;ESCOLA MUNICIPAL BOA ESPERANCA;Municipal;-;3,5;3,7;3,1;3,6;-;-;-;-;3,9;-;3,6;3,8;4,1;4,4;4,7;5;5,2
GO;5217609;Planaltina;52076008;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS PROFESSORA LOURDETE DE FATIMA DE PAIVA SUTIR;Estadual;2,5;-;3,6;2;3,5;4,3;4,6;5,1;4,7;6,2;2,5;2,8;3,1;3,6;4;4,3;4,5;4,8
GO;5217609;Planaltina;52085333;ESCOLA MUNICIPAL PAULO FREIRE;Municipal;-;-;3;3,6;3,8;4,2;4,2;4,1;-;4,6;-;-;3,1;3,4;3,7;4;4,2;4,5
GO;5217609;Planaltina;52085341;ESCOLA MUNICIPAL EMILIA FERREIRO;Municipal;-;-;3,6;3,8;3,8;-;3,8;4;3,7;3,7;-;-;3,8;4;4,4;4,6;4,9;5,2
GO;5217609;Planaltina;52088928;ESCOLA MUNICIPAL ECA DE QUEIROS;Municipal;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-
GO;5217609;Planaltina;52088936;ESCOLA MUNICIPAL DARCY RIBEIRO;Municipal;2,9;3,3;2,7;2,7;2,8;3,3;-;-;-;-;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5217609;Planaltina;52089002;ESCOLA MUNICIPAL PROFESSOR CARLOS ALVES DOS PASSOS FILHO;Municipal;-;-;4,2;-;4,3;4;4,6;4,3;-;-;-;-;4,3;4,6;4,9;5,2;5,4;5,7
GO;5217609;Planaltina;52092631;ESCOLA MUNICIPAL PROFESSORA JULIA DA SILVA OLIVEIRA;Municipal;-;-;-;2,8;3,3;-;3,5;-;-;-;-;-;-;3;3,3;3,6;3,8;4,1
GO;5217609;Planaltina;52092640;ESCOLA MUNICIPAL OLAVO BILAC;Municipal;-;-;-;-;3,3;4,2;4,5;-;-;4,7;-;-;-;-;3,5;3,8;4;4,3
GO;5217609;Planaltina;52092658;ESCOLA MUNICIPAL JORGE AMADO;Municipal;-;-;-;3,6;4;-;4,5;4,5;-;4,7;-;-;-;3,8;4,1;4,3;4,6;4,9
GO;5217609;Planaltina;52092674;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;Municipal;-;-;3,6;4,1;3,1;4;-;4,3;3,4;4,6;-;-;3,7;4;4,3;4,6;4,8;5,1
GO;5217609;Planaltina;52104354;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR DIRCEU FERREIRA DE ARAUJO;Estadual;-;-;-;-;-;-;-;-;4,6;5,5;-;-;-;-;-;-;-;-
GO;5217708;Pontalina;52061302;CENTRO DE ENSINO EM PERIODO INTEGRAL JERONIMO PEREIRA MAIA;Estadual;3,8;3,5;3,4;3,7;4,8;5,2;5,5;5,1;5;6;3,8;4;4,3;4,7;5;5,3;5,5;5,8
GO;5217708;Pontalina;52061310;COLEGIO ESTADUAL SANTA RITA DE CASSIA;Estadual;4,7;4,4;4,8;4,5;5,5;6,3;6,4;6,6;5,9;6,7;4,8;4,9;5,2;5,5;5,9;6,1;6,3;6,5
GO;5217708;Pontalina;52061345;ESCOLA MUNICIPAL JUSTINIANO JOSE MACHADO;Municipal;-;-;-;4,6;5;4,7;4,9;5,8;-;5,4;-;-;-;4,9;5,1;5,4;5,6;5,8
GO;5217708;Pontalina;52061370;ESCOLA MUNICIPAL RUI BARBOSA DE TEMPO INTEGRAL;Municipal;-;4;-;-;-;-;-;-;-;-;-;4,1;4,3;4,7;5;5,2;5,5;5,7
GO;5217708;Pontalina;52061574;ESCOLA MUNICIPAL OLIMPIO SAMPAIO;Municipal;-;-;-;-;-;-;-;5,9;-;-;-;-;-;-;-;-;-;6,1
GO;5217708;Pontalina;52088456;ESCOLA MUNICIPAL AYRTON SENNA DA SILVA;Municipal;-;3,9;4,2;4,1;4,2;4,5;4,9;-;-;4,8;-;4;4,2;4,5;4,9;5,1;5,4;5,6
GO;5218003;Porangatu;52010309;CENTRO DE ENSINO EM PERIODO INTEGRAL WALDEMAR LOPES AMARAL DE BRITO;Estadual;2,8;3,3;3,6;3,7;-;-;-;-;-;5,7;2,8;3;3,2;3,6;4;4,3;4,5;4,8
GO;5218003;Porangatu;52010317;CENTRO DE ENSINO EM PERIODO INTEGRAL DONA GERCINA BORGES TEIXEIRA;Estadual;3,7;3,4;4,2;4,5;4,7;4,8;5,2;5,3;5,6;5,2;3,7;3,9;4,1;4,5;4,9;5,2;5,4;5,7
GO;5218003;Porangatu;52010325;ESCOLA ESTADUAL JOAO FAGUNDES FURTADO;Estadual;4,1;3,8;4,2;4,3;4,7;5,5;5,2;4,5;4,5;4,4;4,1;4,2;4,5;4,9;5,3;5,5;5,8;6
GO;5218003;Porangatu;52010350;COLEGIO ESTADUAL PRESIDENTE KENNEDY;Estadual;3,5;3,2;3,9;3,6;5;5,2;5,1;5,2;4,9;4,9;3,5;3,7;3,9;4,3;4,7;5;5,2;5,5
GO;5218003;Porangatu;52010368;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS TOMAZ MARTINS DA CUNHA;Estadual;3,3;3,3;3;3,2;3,3;6;6,6;6,4;6;6,4;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5218003;Porangatu;52010511;ESC REUNIDA ADELINO AMERICO DE AZEVEDO;Municipal;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;4,2;4,5
GO;5218003;Porangatu;52010589;ESC MUNICIPAL EUZEBIO MARTINS DA CUNHA;Municipal;3,3;3,3;3,2;3,3;3;3,9;-;-;4,3;-;3,3;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5218003;Porangatu;52010600;ESC MUL FRANCISCO BORGES DA SILVA;Municipal;-;-;3,7;-;-;-;-;-;-;-;-;-;3,9;4,2;4,5;4,7;5;5,3
GO;5218003;Porangatu;52010643;ESCOLA MUNICIPAL LUIZ ALVES PEREIRA;Municipal;-;4,1;3,9;3,2;3,6;4,2;-;4,3;5,3;4,1;-;4,1;4,4;4,7;5;5,3;5,5;5,8
GO;5218003;Porangatu;52010732;ESCOLA MUNICIPAL PROFA MARIA DAS GRACAS MARQUES DE MORAIS;Municipal;3,3;2,6;3;3,8;3,5;-;-;-;-;-;3,3;3,5;3,8;4,2;4,5;4,8;5,1;5,3
GO;5218003;Porangatu;52010880;ESC REUNIDA LINDA VISTA;Municipal;-;-;-;-;-;-;-;3,8;-;3,5;-;-;-;-;-;-;-;4
GO;5218003;Porangatu;52069435;ESC MUL PROF MARIA JOSE GONCALVES;Municipal;-;3,3;3,3;3,6;3,8;3,9;-;3,8;4,5;3,9;-;3,4;3,6;3,9;4,3;4,5;4,8;5,1
GO;5218003;Porangatu;52072223;ESC MUL NOSSA SENHORA DA PIEDADE;Municipal;3,4;3,9;3,4;3,2;3,5;4,4;4,1;4,1;5;5;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5218052;Porteirão;52059235;COLEGIO ESTADUAL PROFESSOR BRAZ SIMOES BORGES;Estadual;3;3;3;3,5;4,3;3,8;4,7;5,4;5,1;5,7;3;3,2;3,4;3,8;4,2;4,5;4,7;5
GO;5218102;Portelândia;52054101;COLEGIO ESTADUAL MANOEL COSTA LIMA;Estadual;2,9;2,2;3;4,7;4,8;4,8;-;5,2;6,2;5,2;3;3,2;3,5;4;4,4;4,6;4,9;5,2
GO;5218300;Posse;52041816;CENTRO DE ENSINO EM PERIODO INTEGRAL ARGEMIRO ANTONIO DE ARAUJO;Estadual;3,8;4,2;3,8;4,3;5,2;5,4;-;-;-;-;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5218300;Posse;52041824;COLEGIO ESTADUAL CORONEL ERNESTO ANTONIO DE ARAUJO;Estadual;-;3,3;-;3,8;5,2;-;5,8;5,9;5,2;5,7;-;3,3;3,5;3,9;4,2;4,5;4,7;5
GO;5218300;Posse;52041832;COLEGIO MUNICIPAL CASTRO ALVES;Municipal;4,8;5,5;5,1;5,4;5,3;6;6,3;6,4;5,7;5,8;4,8;5;5,3;5,6;6;6,2;6,4;6,6
GO;5218300;Posse;52041875;COLEGIO ESTADUAL DO POVOADO BARREIRO;Estadual;-;-;3,5;3,8;4,7;-;5,4;5,5;4,6;5,6;-;-;3,7;3,9;4,3;4,5;4,8;5,1
GO;5218300;Posse;52041883;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DOM PRUDENCIO;Estadual;3;2,8;2,7;3,3;4,4;4,7;6;6,1;6,2;6,4;3;3,2;3,5;3,9;4,2;4,5;4,8;5
GO;5218300;Posse;52041891;ESCOLA ESTADUAL DR JOAO TEIXEIRA JUNIOR;Estadual;-;-;4,3;-;5,8;5,1;5,6;5,7;5,5;6,4;-;-;4,4;4,7;5;5,3;5,5;5,8
GO;5218300;Posse;52041905;ESCOLA ESTADUAL POVOADO NOVA VISTA;Estadual;-;-;4;3,9;4,3;4,4;4,9;4,4;4,9;4,9;-;-;4,2;4,4;4,8;5;5,3;5,5
GO;5218300;Posse;52041913;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA FRANCISCA PINTO FERNANDES ROSA;Estadual;2,6;-;-;5;5,2;4,8;5,7;5;5,4;5;2,6;2,8;3,1;3,5;3,9;4,2;4,5;4,8
GO;5218300;Posse;52041921;COLEGIO ESTADUAL PROFESSORA JOSEFA BARBOSA VALENTE;Estadual;-;3,3;3,6;4,1;4,9;4,1;4,9;4,7;5,4;5,8;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5218300;Posse;52041948;ESCOLA MUNICIPAL AMBROSIO FERREIRA DA HORA;Municipal;-;-;-;-;-;-;-;5,7;-;5,4;-;-;-;-;-;-;-;5,9
GO;5218300;Posse;52042022;ESCOLA MUNICIPAL CARLOS BISPO ALVES;Municipal;-;-;3,1;-;4;3,4;3,8;-;-;-;-;-;3,3;3,5;3,9;4,1;4,4;4,7
GO;5218300;Posse;52042324;ESCOLA MUNICIPAL PROFESSORA MARIA LEITE DE ALMEIDA NASCIMENTO;Municipal;3,5;3,9;2,7;3,1;3,5;4;4,3;-;-;5,6;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,5
GO;5218300;Posse;52082350;ESCOLA MUNICIPAL PROFESSORA AVANI PEREIRA DA ROSA E SILVA;Municipal;-;-;-;4,6;5,3;5,7;5,8;-;-;-;-;-;-;4,8;5,1;5,4;5,6;5,8
GO;5218391;Professor Jamil;52061612;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR JAMIL SAFADY;Estadual;3,7;4,2;4;4,1;5,3;5,2;6,2;5,7;5,5;6,5;3,8;3,9;4,2;4,6;5;5,2;5,5;5,7
GO;5218391;Professor Jamil;52061620;ESCOLA ESTADUAL BOA NOVA;Estadual;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-
GO;5218391;Professor Jamil;52061639;COLEGIO ESTADUAL OTONIEL DA CUNHA;Estadual;-;-;3,7;-;-;-;5,8;-;-;-;-;-;3,9;4,1;4,5;4,7;5;5,2
GO;5218508;Quirinópolis;52067815;COLEGIO ESTADUAL DR ONERIO PEREIRA VIEIRA;Estadual;3,4;3,1;3,5;3,7;5,2;5,3;5,8;5,5;5,1;5,7;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,4
GO;5218508;Quirinópolis;52067823;CENTRO DE ENSINO EM PERIODO INTEGRAL INDEPENDENCIA;Estadual;-;-;-;-;-;-;-;-;5,8;5,6;-;-;-;-;-;-;-;-
GO;5218508;Quirinópolis;52067831;COLEGIO ESTADUAL JUSCELINO KUBITSCHEK;Estadual;-;3,9;3,3;3,5;5,4;4,2;4,7;-;4,5;5,4;-;3,9;4,2;4,5;4,8;5,1;5,3;5,6
GO;5218508;Quirinópolis;52067874;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DR PEDRO LUDOVICO;Estadual;2,6;3;3;3,6;4,5;5,8;6,3;6,9;6,1;6,8;2,7;2,8;3,1;3,5;3,9;4,2;4,4;4,7
GO;5218508;Quirinópolis;52067890;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO XXIII;Estadual;-;3,6;-;4,5;-;-;-;-;-;-;-;3,7;3,9;4,2;4,6;4,8;5,1;5,3
GO;5218508;Quirinópolis;52067904;COLEGIO ESTADUAL LAURO JACINTO DA SILVA;Estadual;3,7;4,4;4,3;-;-;4,7;-;-;-;-;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5218508;Quirinópolis;52067912;CENTRO DE ENSINO EM PERIODO INTEGRAL OLGA PARREIRA;Estadual;-;3,4;-;-;-;-;-;-;-;-;-;3,5;3,7;4;4,4;4,6;4,9;5,2
GO;5218508;Quirinópolis;52067920;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE CASTELO BRANCO;Estadual;-;-;-;-;-;-;-;-;5,6;6,1;-;-;-;-;-;-;-;-
GO;5218508;Quirinópolis;52067998;ESCOLA MUNICIPAL MILITARIZADA CANAA;Municipal;4,3;4,3;3,6;5,1;4,4;4,7;5,1;6,2;5,6;5,6;4,3;4,5;4,8;5,2;5,5;5,7;6;6,2
GO;5218508;Quirinópolis;52068048;ESCOLA MUNICIPAL MILITARIZADA PROFESSORA ZELSANI;Municipal;4,2;4,2;4,8;5;4,3;5,3;5,9;5,6;5,8;-;4,2;4,4;4,7;5,1;5,4;5,7;5,9;6,1
GO;5218508;Quirinópolis;52068110;ESCOLA MUNICIPAL JOAO ANTONIO BARBOSA;Municipal;-;-;-;-;-;-;4,7;4,6;-;-;-;-;-;-;-;-;4,9;5,2
GO;5218508;Quirinópolis;52068218;ESCOLA MUNICIPAL MARCIO RIBEIRO;Municipal;-;4,6;5,1;4,3;4;5;4,8;4,9;-;-;-;4,7;4,9;5,2;5,5;5,8;6;6,2
GO;5218508;Quirinópolis;52068234;ESCOLA MUNICIPAL MARIA IGNEZ;Municipal;3,3;4,3;4,4;4,8;3,7;-;-;-;-;-;3,3;3,5;3,8;4,2;4,6;4,8;5,1;5,3
GO;5218508;Quirinópolis;52068285;ESC MUL RAIO DE SOL;Municipal;4,3;4,9;5,6;5,6;5,6;-;-;-;-;-;4,3;4,5;4,7;5,1;5,5;5,7;6;6,2
GO;5218508;Quirinópolis;52096157;ESCOLA MUNICIPAL RURAL POLO LINO GEDEAO;Municipal;-;-;-;-;-;-;-;4,6;4,2;-;-;-;-;-;-;-;-;4,9
GO;5218508;Quirinópolis;52103072;COLEGIO ESTADUAL FREDERICO GONZAGA JAIME;Estadual;-;-;-;-;-;-;-;-;5,3;5,7;-;-;-;-;-;-;-;-
GO;5218607;Rialma;52018920;CENTRO DE ENSINO EM PERIODO INTEGRAL RUI BARBOSA;Estadual;3,5;3,7;3,9;3,9;4,7;4,9;5,1;5,2;4,9;5,1;3,5;3,7;4;4,4;4,7;5;5,3;5,5
GO;5218607;Rialma;52018938;COLEGIO ESTADUAL CAMARA FILHO;Estadual;3,9;-;4,5;4;4,7;4,6;5,5;5,5;5,7;5,4;4;4,1;4,4;4,8;5,2;5,4;5,6;5,9
GO;5218706;Rianápolis;52019080;CENTRO DE ENSINO EM PERIODO INTEGRAL GRICON E SILVA;Estadual;3,4;3,3;4,2;4;4,8;4,8;-;-;6;6;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5218706;Rianápolis;52019101;ESCOLA ESTADUAL CONEGO JOSE TRINDADE DA FONSECA E SILVA;Estadual;-;-;-;-;-;-;5,7;5,5;5,5;5,8;-;-;-;-;-;-;5,9;6,2
GO;5218789;Rio Quente;52061655;COLEGIO MUNICIPAL PROFESSOR LOURENCO BATISTA;Municipal;-;-;-;-;-;-;-;5,6;5,6;-;-;-;-;-;-;-;-;5,8
GO;5218789;Rio Quente;52061663;CENTRO DE ENSINO EM PERIODO INTEGRAL AGUA QUENTE;Estadual;3,1;3,1;3,6;4,1;4;5;5,3;5,2;5,2;5,3;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5218805;Rio Verde;52054195;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO VELOSO DO CARMO;Estadual;3,1;3,6;3,6;4,4;4,4;4,4;4,4;5,3;5,1;5,8;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5218805;Rio Verde;52054209;COLEGIO ESTADUAL MARTINS BORGES;Estadual;-;4,1;3,7;4,1;4,3;4,8;-;-;6,4;6,6;-;4,2;4,4;4,7;5,1;5,3;5,5;5,8
GO;5218805;Rio Verde;52054217;COLEGIO ESTADUAL OLYNTO PEREIRA DE CASTRO;Estadual;3,2;3,3;3,3;3,7;4,5;5;4,6;5,2;5,3;5,4;3,2;3,4;3,7;4,1;4,4;4,7;5;5,2
GO;5218805;Rio Verde;52054250;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA SELVA CAMPOS MONTEIRO;Municipal;4,4;4,7;5,2;4,9;5,1;5,3;5,6;6,2;6,1;6,6;4,4;4,6;4,9;5,2;5,6;5,8;6,1;6,3
GO;5218805;Rio Verde;52054292;COLEGIO ESTADUAL ABEL PEREIRA DE CASTRO;Estadual;-;3,5;4,1;4,3;5,2;5,2;6,3;6,4;6,6;6,7;-;3,6;3,8;4,2;4,5;4,8;5;5,3
GO;5218805;Rio Verde;52054314;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ARENO MARTINS VIEIRA;Municipal;-;3,6;4,2;4,3;4,9;-;5,8;6,3;6,7;6,2;-;3,7;3,9;4,2;4,5;4,8;5,1;5,3
GO;5218805;Rio Verde;52054322;CENTRO DE ENSINO EM PERIODO INTEGRAL CUNHA BASTOS;Estadual;-;-;-;-;-;-;5,3;-;6,4;6,4;-;-;-;-;-;-;5,5;5,8
GO;5218805;Rio Verde;52054330;COLEGIO ESTADUAL DO SOL;Estadual;3,6;3,7;3,1;4,1;3,8;3,8;4,6;5,5;5,4;5,5;3,6;3,7;4;4,4;4,8;5,1;5,3;5,6
GO;5218805;Rio Verde;52054349;COLEGIO ESTADUAL EUGENIO JARDIM;Estadual;4,2;4,2;4,3;4,4;5,2;5,7;6,4;6,2;6,2;6,3;4,3;4,4;4,7;5,1;5,4;5,7;5,9;6,1
GO;5218805;Rio Verde;52054357;COLEGIO ESTADUAL FILHINHO PORTILHO;Estadual;3,6;3,9;4,3;4,1;4,2;5,2;5,6;5,4;5,3;5,4;3,6;3,7;4;4,4;4,8;5;5,3;5,6
